,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.40771643330542556,-0.43833794173787577,0.44474431543944426,-0.3802294075468693,0.5451421848186696,0.30771617567181947,0.13673334116294908,-0.1144860196200787,0.816962882766532,0.26738215806338644,-0.5838514593676181,-0.28210412399166984,0.6424780373062503,-0.35174074894013724,0.03267239268860017,-0.5026480517419758,0.27232781381822807,0.10738369420241294,-0.13585526950795773,0.1549228246613268,0.6974294420669253
1,0.4890628175712358,-0.19298200815796368,-0.6454410134679075,-0.21020681121191792,0.6495121388074053,-0.005336124949427426,0.20558081606807754,-0.24623013560254967,0.3478753829514843,-0.5571141953080649,0.2839424368896439,0.7548157905554129,0.6608382030039542,0.5011909255874196,0.2803872087102374,0.6679833474508209,0.10475572042726565,-0.33776058282982724,0.6315169730893864,0.3179124922637537,0.6652649981691329
2,0.3309518267363327,0.7434484129289879,0.6454292663892386,0.33020564066279384,0.7588207336463191,0.5899023849537959,0.28474136261978145,0.7116596731328215,0.6399313157188461,0.7527656093952598,0.41497423459097343,0.628795248679453,0.8658617109260991,0.19828143620713323,0.8181602062297839,0.9616233889445484,0.6524529497692764,0.383569188366399,0.354446178026573,0.5537553858569885,0.5292950508265831
3,0.25884130309320347,0.750743603149285,0.9075411318568603,0.444791204017667,0.3881986245798429,0.789281088431229,0.35785892323533625,0.9181592012597297,-0.02360752002660418,0.5800470626709145,0.31559995239606936,0.6559946560673257,0.8829522524934794,-0.11173569100138811,0.4642656310045292,0.9734321747055842,0.13427915660321632,0.23025092338525213,0.14275283998225932,-0.40690293733235505,0.39716526656093554
4,0.4105518751904708,-0.670868385194107,0.8973610170404773,0.06112054401930888,0.7066159958099579,0.6715465187086509,0.5093411367278219,0.574469921672571,0.7123083872134383,0.26610990577438914,-0.3361493850413529,0.6372169167626875,0.34427032103173705,-0.03139784157300705,-0.342365897075108,0.011189478271222823,0.6097585019204012,0.31923266081285767,-0.01907440690747915,-0.354515909301707,0.014284882475790343
5,0.5584366071155551,-0.5124869282139065,-0.5705345768633053,0.39877988299542494,0.36977863412579054,0.5638373057826528,0.5998450568851794,-0.25154530542352027,0.3238484852006835,-0.663217809115945,-0.47789741305733396,0.7103090439975538,0.7423196424163196,-0.27890869216057923,-0.06436209332782858,-0.27551170341887116,0.3505148317225668,0.27175601543994377,0.18687808966075758,-0.46509827481901533,0.6305070362961672
6,0.587253197681706,0.11779074711934344,0.8998908846963575,0.20091343664414238,0.12794625924693584,0.4826658703878861,0.47299987724414905,-0.06255258769289959,-0.7025919173568803,0.8657597407256584,0.8353587891899078,0.6802708058311573,0.5626768422049412,0.5222599415835736,0.06436646259817297,0.5244778892645416,-0.002663362069535867,-0.04407546943772858,0.6964132348732134,-0.18450957820147434,0.7018691037140761
7,0.026003684409749626,-0.11684156582165217,0.9346889271127423,-0.193109162910181,0.6259376312401838,0.7067545983044056,0.1326499111957002,0.3432217281736189,0.8249217645759545,-0.8347272829115717,-0.20065004507327547,0.15767188378249877,0.8210813818861534,0.14721259856169822,0.15101708407102454,0.31106173777232266,0.5412515808444727,0.24073125061054312,-0.150896378333687,-0.46933037255061905,-0.17159905864601835
8,0.19629408693632597,0.026555247886800564,-0.4740779175802058,-0.042798266337686644,0.3125529928589417,0.6632612808468801,0.612611810395514,0.3690218563647099,0.8144329223007059,0.5147091314421184,-0.012670567776826458,0.7199607074281178,0.2663731525080068,0.2346298912317043,0.4479589805599194,0.5443257232212915,0.6327134637870933,0.5865240515195789,0.37958216199152184,0.35165712699199736,0.41055258918355575
9,-0.06007332198701844,0.5761948057183828,-0.35542746833215405,-0.2241760053430236,0.30683677796709863,0.6903910367366346,0.3396343527292545,-0.5982522719293276,0.8724378482947747,0.8610819259717882,-0.17094463044706143,-0.4669846872564673,-0.270342812484988,-0.5768251851193742,0.07045380454780796,0.006698686592014219,-0.05214783977779087,0.5216266862262158,-0.8388993281650561,0.1300249298922716,0.2118181192313628
