Date,Open,High,Low,Close,Adj Close,Volume
2013-08-30,72.150002,72.239998,71.470001,71.910004,62.888790,3779500
2013-09-03,72.589996,73.410004,72.139999,72.430000,63.343544,3994100
2013-09-04,72.519997,73.500000,72.230003,73.139999,63.964462,2913300
2013-09-05,73.160004,74.230003,72.889999,73.800003,64.541656,3600700
2013-09-06,73.919998,74.019997,72.400002,73.349998,64.148109,3369200
2013-09-09,73.589996,73.809998,73.150002,73.660004,64.419243,3189500
2013-09-10,74.220001,74.660004,74.000000,74.599998,65.241333,3269100
2013-09-11,74.699997,75.220001,74.400002,75.180000,65.748550,3297900
2013-09-12,75.290001,75.610001,74.970001,75.290001,65.844749,2502200
2013-09-13,75.580002,75.750000,75.070000,75.300003,65.853485,2664400
2013-09-16,76.339996,76.430000,75.440002,75.599998,66.115845,4536200
2013-09-17,75.599998,77.000000,75.599998,76.919998,67.270264,4047200
2013-09-18,76.989998,77.809998,76.540001,77.639999,67.899948,4136000
2013-09-19,77.809998,77.900002,77.150002,77.570000,67.838715,3997600
2013-09-20,77.620003,77.889999,77.150002,77.320000,67.620094,10105500
2013-09-23,77.290001,77.660004,76.129997,76.440002,66.850487,4078900
2013-09-24,76.389999,76.940002,75.959999,76.070000,66.526901,3020200
2013-09-25,76.129997,76.559998,75.620003,75.989998,66.456924,3090300
2013-09-26,76.000000,77.000000,75.779999,76.320000,66.745529,2927000
2013-09-27,76.059998,76.089996,75.430000,75.889999,66.369484,2522500
2013-09-30,74.970001,75.849998,74.639999,75.519997,66.045883,3330500
2013-10-01,75.639999,76.010002,75.449997,75.930000,66.404465,2969600
2013-10-02,75.129997,75.290001,74.169998,74.580002,65.421982,4363400
2013-10-03,74.110001,74.290001,73.300003,74.019997,64.930748,4364500
2013-10-04,73.879997,74.330002,73.610001,74.309998,65.185143,2883500
2013-10-07,73.500000,73.529999,72.900002,72.940002,63.983395,3320300
2013-10-08,73.029999,73.099998,72.129997,72.220001,63.351776,3945800
2013-10-09,72.379997,72.709999,72.080002,72.220001,63.351776,4701500
2013-10-10,73.190002,74.669998,73.010002,74.660004,65.492157,3769900
2013-10-11,74.669998,75.440002,74.410004,75.400002,66.141289,3913900
2013-10-14,75.330002,76.110001,75.099998,76.070000,66.729034,3017200
2013-10-15,75.629997,76.360001,75.230003,75.250000,66.009727,4113700
2013-10-16,75.639999,76.750000,75.449997,76.320000,66.948334,6468200
2013-10-17,77.940002,80.400002,77.800003,80.230003,70.378181,10366600
2013-10-18,80.110001,80.680000,79.309998,80.519997,70.632584,7598200
2013-10-21,80.470001,80.989998,80.309998,80.400002,70.527336,3691500
2013-10-22,80.769997,81.169998,80.430000,80.870003,70.939636,3300000
2013-10-23,80.559998,80.820000,80.010002,80.629997,70.729080,2895100
2013-10-24,80.769997,81.000000,80.449997,80.900002,70.965935,3181800
2013-10-25,80.760002,82.669998,80.760002,82.610001,72.465958,6291100
2013-10-28,82.720001,83.139999,82.029999,82.760002,72.597534,4566100
2013-10-29,83.120003,83.739998,82.930000,83.660004,73.387032,3485200
2013-10-30,83.699997,83.830002,82.800003,83.099998,72.895790,3747800
2013-10-31,82.790001,82.989998,81.690002,81.800003,71.755417,5637700
2013-11-01,82.120003,82.639999,81.790001,82.160004,72.071213,3358900
2013-11-04,82.410004,82.639999,81.750000,81.930000,71.869453,2643600
2013-11-05,81.629997,82.129997,81.089996,81.900002,71.843124,2591400
2013-11-06,82.550003,82.599998,81.820000,82.120003,72.036118,2636900
2013-11-07,82.330002,82.599998,80.879997,80.919998,70.983475,3485800
2013-11-08,81.309998,81.949997,81.080002,81.779999,71.737885,4369500
2013-11-11,81.589996,81.680000,81.190002,81.400002,71.404541,2224200
2013-11-12,81.230003,81.349998,80.580002,81.029999,71.079964,2237200
2013-11-13,80.570000,81.470001,80.220001,81.440002,71.439636,2828200
2013-11-14,81.610001,81.910004,81.349998,81.889999,71.834373,2284100
2013-11-15,83.029999,83.260002,82.370003,82.800003,72.632652,4439700
2013-11-18,82.849998,82.980003,82.160004,82.339996,72.229126,3104800
2013-11-19,82.379997,82.879997,82.269997,82.459999,72.334373,2775000
2013-11-20,82.959999,83.419998,81.959999,82.250000,72.150177,3510500
2013-11-21,82.629997,84.000000,82.570000,83.949997,73.641403,4355200
2013-11-22,83.919998,83.930000,83.370003,83.849998,73.553680,2690300
2013-11-25,84.320000,84.760002,84.080002,84.589996,74.202812,3657700
2013-11-26,84.750000,85.589996,84.699997,85.089996,74.641418,4896800
2013-11-27,85.260002,85.660004,84.980003,85.589996,75.080009,2520000
2013-11-29,85.879997,86.190002,85.510002,85.800003,75.264236,2144600
2013-12-02,86.019997,86.529999,85.160004,85.290001,74.816864,3620800
2013-12-03,84.889999,85.330002,84.199997,84.610001,74.220367,3546100
2013-12-04,84.209999,85.239998,83.760002,84.500000,74.123871,3579700
2013-12-05,84.269997,84.989998,84.150002,84.540001,74.158974,3677800
2013-12-06,85.589996,86.089996,85.349998,85.930000,75.378281,2666600
2013-12-09,86.169998,86.400002,85.349998,85.750000,75.220383,2436500
2013-12-10,85.379997,85.739998,85.080002,85.290001,74.816864,2354200
2013-12-11,85.279999,85.669998,83.809998,83.900002,73.597565,3782300
2013-12-12,83.779999,84.279999,83.209999,83.300003,73.071236,3574300
2013-12-13,83.320000,83.919998,83.230003,83.680000,73.404572,3594900
2013-12-16,83.959999,84.970001,83.959999,84.519997,74.141403,3599000
2013-12-17,84.709999,84.720001,83.989998,84.110001,73.781792,2893700
2013-12-18,84.300003,86.120003,83.550003,85.989998,75.430908,5332300
2013-12-19,85.940002,86.529999,85.910004,86.410004,75.799339,3956300
2013-12-20,86.709999,87.779999,86.440002,87.570000,76.816902,6294500
2013-12-23,88.000000,88.580002,87.940002,88.309998,77.466034,3242600
2013-12-24,88.339996,88.739998,88.190002,88.690002,77.799370,1042700
2013-12-26,88.900002,89.230003,88.760002,89.000000,78.071274,1745200
2013-12-27,88.820000,89.510002,88.820000,89.190002,78.237968,1797400
2013-12-30,89.190002,89.620003,89.139999,89.589996,78.588860,1769000
2013-12-31,89.870003,90.790001,89.519997,90.730003,79.588860,3083500
2014-01-02,90.900002,91.080002,89.379997,89.449997,78.466064,5112000
2014-01-03,89.150002,90.080002,88.629997,89.739998,78.720421,3888500
2014-01-06,89.699997,90.250000,89.379997,89.699997,78.685333,2844700
2014-01-07,90.169998,90.699997,89.010002,89.360001,78.387108,4039500
2014-01-08,88.660004,89.639999,88.660004,89.410004,78.633347,3880200
2014-01-09,89.889999,89.930000,88.070000,88.879997,78.167229,3469200
2014-01-10,89.260002,89.559998,88.099998,88.550003,77.877022,2901600
2014-01-13,88.519997,89.000000,86.879997,86.989998,76.505051,5641000
2014-01-14,87.080002,87.449997,86.070000,87.120003,76.619370,4777900
2014-01-15,87.459999,88.529999,87.080002,88.250000,77.613136,4494900
2014-01-16,88.000000,88.239998,87.260002,87.779999,77.199799,3326100
2014-01-17,91.830002,93.620003,90.550003,90.970001,80.005325,14989900
2014-01-21,91.970001,92.709999,89.639999,90.589996,79.671104,7954600
2014-01-22,90.639999,91.419998,90.620003,91.129997,80.146019,3848700
2014-01-23,90.489998,90.489998,88.680000,89.169998,78.422279,5260900
2014-01-24,88.559998,89.370003,86.660004,86.949997,76.469841,6289300
2014-01-27,87.150002,87.769997,85.709999,85.720001,75.388115,5651400
2014-01-28,85.849998,87.180000,85.599998,86.639999,76.197243,4108700
2014-01-29,86.290001,86.900002,85.430000,85.550003,75.238594,3357900
2014-01-30,86.449997,86.980003,86.070000,86.620003,76.179642,4259000
2014-01-31,85.279999,85.910004,84.910004,85.019997,74.772453,4778000
2014-02-03,84.989998,85.419998,82.769997,82.860001,72.872833,5769800
2014-02-04,83.190002,84.709999,82.629997,84.000000,73.875420,5380500
2014-02-05,83.510002,84.120003,82.949997,83.720001,73.629143,3260100
2014-02-06,84.500000,85.760002,84.320000,85.690002,75.361717,5432400
2014-02-07,85.959999,87.169998,85.779999,87.000000,76.513832,4495200
2014-02-10,87.830002,88.959999,87.500000,88.339996,77.692307,5387900
2014-02-11,88.360001,88.839996,88.169998,88.580002,77.903366,3602400
2014-02-12,88.690002,89.050003,88.400002,89.019997,78.290344,2488600
2014-02-13,88.370003,88.980003,88.010002,88.900002,78.184807,2759700
