Date,Open,High,Low,Close,Adj Close,Volume
2013-08-30,79.419998,79.839996,79.230003,79.730003,61.047451,4362700
2013-09-03,80.480003,80.790001,80.040001,80.199997,61.407314,5966600
2013-09-04,79.709999,79.709999,79.000000,79.529999,61.328648,5335000
2013-09-05,79.529999,79.709999,78.800003,79.070000,60.973942,4025500
2013-09-06,79.110001,79.680000,78.320000,79.260002,61.120419,4443600
2013-09-09,79.250000,79.480003,78.790001,79.379997,61.212963,3757100
2013-09-10,79.760002,79.800003,79.029999,79.430000,61.251541,4682500
2013-09-11,79.470001,79.900002,79.139999,79.849998,61.575420,4437900
2013-09-12,79.970001,80.050003,79.559998,79.870003,61.590832,3322300
2013-09-13,80.099998,80.400002,79.900002,80.320000,61.937843,3416100
2013-09-16,80.790001,81.220001,80.610001,81.019997,62.477638,4083900
2013-09-17,81.010002,81.839996,80.970001,81.660004,62.971180,4139300
2013-09-18,81.690002,82.930000,81.250000,82.879997,63.911957,4916800
2013-09-19,82.879997,82.940002,81.339996,81.820000,63.094559,5351700
2013-09-20,82.000000,82.000000,81.480003,81.739998,63.032867,5330500
2013-09-23,81.559998,81.580002,80.949997,81.019997,62.477638,5384600
2013-09-24,80.959999,81.230003,80.459999,80.540001,62.107491,5686200
2013-09-25,80.680000,81.160004,80.080002,80.209999,61.853001,5174300
2013-09-26,80.279999,80.570000,79.849998,80.540001,62.107491,3941600
2013-09-27,80.360001,80.680000,79.900002,80.199997,61.845303,3429200
2013-09-30,79.860001,79.919998,79.250000,79.500000,61.305496,5231400
2013-10-01,79.379997,79.820000,79.019997,79.820000,61.552269,4135500
2013-10-02,79.529999,79.580002,78.669998,79.559998,61.351768,5448300
2013-10-03,79.570000,79.910004,79.290001,79.440002,61.259232,3987600
2013-10-04,79.580002,79.930000,79.129997,79.620003,61.398041,2841500
2013-10-07,79.250000,79.589996,78.959999,79.059998,60.966198,4867100
2013-10-08,79.290001,79.349998,78.860001,78.930000,60.865963,5526500
2013-10-09,79.110001,80.190002,78.870003,79.500000,61.305496,5298600
2013-10-10,79.959999,80.690002,79.809998,80.690002,62.223167,4663300
2013-10-11,80.730003,81.089996,80.449997,80.830002,62.331139,4111000
2013-10-14,80.449997,81.120003,80.339996,81.089996,62.531616,3642800
2013-10-15,81.169998,81.529999,80.400002,80.599998,62.153759,5427700
2013-10-16,82.000000,82.400002,81.379997,82.269997,63.441563,7383200
2013-10-17,82.050003,82.620003,81.629997,82.580002,63.680618,4469200
2013-10-18,82.650002,83.010002,82.230003,83.010002,64.012192,6371200
2013-10-21,82.970001,82.970001,82.190002,82.370003,63.518684,3997400
2013-10-22,82.449997,83.730003,82.300003,83.440002,64.343803,5125900
2013-10-23,83.269997,83.440002,82.790001,83.330002,64.258987,4665200
2013-10-24,83.410004,83.410004,82.540001,82.540001,63.649773,5510800
2013-10-25,82.550003,83.370003,82.440002,83.349998,64.274384,4065100
2013-10-28,83.360001,84.709999,83.230003,84.610001,65.246040,5402000
2013-10-29,84.750000,85.500000,84.500000,85.489998,65.924606,4349400
2013-10-30,85.470001,85.489998,84.610001,84.720001,65.330841,3556100
2013-10-31,84.650002,84.900002,84.089996,84.089996,64.845039,4572200
2013-11-01,84.150002,84.690002,83.839996,84.559998,65.207466,4170000
2013-11-04,84.620003,84.989998,84.139999,84.370003,65.060966,3572800
2013-11-05,84.059998,84.910004,83.830002,84.620003,65.253754,3207600
