Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,73.199997,74.059998,72.260002,73.970001,73.970001,1391200
2022-01-04,73.730003,73.750000,70.820000,71.809998,71.809998,2297400
2022-01-05,71.720001,72.820000,70.370003,70.449997,70.449997,1597300
2022-01-06,70.809998,72.690002,70.440002,72.629997,72.629997,1997700
2022-01-07,72.690002,74.449997,72.690002,73.190002,73.190002,2531700
2022-01-10,73.000000,74.900002,72.839996,74.660004,74.660004,2084900
2022-01-11,74.459999,75.389999,73.849998,74.440002,74.440002,1317400
2022-01-12,73.980003,74.529999,72.839996,73.620003,73.620003,1638800
2022-01-13,72.940002,74.230003,72.790001,73.650002,73.650002,1319200
2022-01-14,73.480003,74.940002,72.830002,74.879997,74.879997,1580800
2022-01-18,75.709999,76.300003,74.470001,75.010002,75.010002,3063700
2022-01-19,75.059998,76.190002,74.059998,74.779999,74.779999,1551200
2022-01-20,75.269997,76.050003,74.660004,74.760002,74.760002,1336300
2022-01-21,74.989998,76.500000,74.680000,74.790001,74.790001,1820500
2022-01-24,73.830002,75.430000,73.080002,75.339996,75.339996,3265500
2022-01-25,74.790001,75.040001,72.669998,74.150002,74.150002,1716700
2022-01-26,73.209999,75.099998,73.110001,73.519997,73.519997,3195000
2022-01-27,73.599998,74.300003,71.470001,71.589996,71.589996,1921100
2022-01-28,71.449997,74.260002,70.739998,74.230003,74.230003,1621400
2022-01-31,73.650002,74.720001,73.500000,74.330002,74.330002,1754900
2022-02-01,74.099998,75.760002,73.940002,75.190002,75.190002,1555100
2022-02-02,74.919998,75.419998,73.089996,74.389999,74.389999,1746300
2022-02-03,73.959999,74.220001,72.839996,73.050003,73.050003,1583000
2022-02-04,73.019997,73.260002,72.269997,72.690002,72.690002,1322100
2022-02-07,72.699997,73.889999,72.650002,73.349998,73.349998,1465100
2022-02-08,70.629997,72.730003,67.900002,70.070000,70.070000,3279700
2022-02-09,66.839996,69.889999,66.610001,68.279999,68.279999,3234300
2022-02-10,67.279999,67.989998,66.410004,66.900002,66.900002,3147800
2022-02-11,67.239998,67.970001,66.500000,66.760002,66.760002,1577900
2022-02-14,66.480003,66.620003,65.599998,66.019997,66.019997,2284000
2022-02-15,66.779999,68.199997,66.510002,67.500000,67.500000,1834300
2022-02-16,67.400002,68.120003,66.930000,67.830002,67.830002,1498300
2022-02-17,67.339996,68.709999,66.970001,67.830002,67.830002,2953500
2022-02-18,67.989998,70.070000,67.739998,68.529999,68.529999,2273500
2022-02-22,68.080002,68.820000,67.769997,68.169998,68.169998,1438200
2022-02-23,68.760002,69.339996,67.820000,67.989998,67.989998,1478900
2022-02-24,67.139999,67.949997,66.220001,67.839996,67.839996,1534100
2022-02-25,67.559998,69.300003,67.089996,68.419998,68.419998,1344600
2022-02-28,67.919998,68.489998,67.190002,68.300003,68.300003,1378100
2022-03-01,68.099998,69.529999,67.699997,68.699997,68.699997,1292900
2022-03-02,68.599998,69.970001,68.040001,69.580002,69.580002,948200
2022-03-03,69.809998,69.870003,68.510002,69.459999,69.459999,1247000
2022-03-04,68.790001,70.779999,68.599998,70.050003,70.050003,877100
2022-03-07,69.930000,71.400002,69.709999,70.620003,70.620003,1238300
2022-03-08,69.870003,72.589996,69.739998,71.150002,71.150002,1079900
2022-03-09,71.690002,72.309998,71.209999,72.010002,72.010002,1071500
2022-03-10,71.489998,73.620003,71.459999,73.470001,73.470001,2227900
