0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.4085537069399917,-0.8452170301087297,0.4613113792414265,-0.5165960065905335,0.5387627120643135,0.19442021265664666,-0.008129278970567477,-0.2573500119691787,0.7071059817280563,0.07979182588684447,-0.7785841313275013,-0.4052144530116196,0.5539755509541173,-0.482023502906147,-0.062339020769826614,-0.5926657239556908,0.22019446290921374,0.04313284150624454,-0.20166556784889417,0.10056600980369104,0.6388804235682816
0.4627364669435065,-0.7083711026560111,-0.8329706437228179,-0.14640516314309854,0.7235889366469463,-0.10230489111931168,0.09933677153024056,-0.3929918017687062,0.22391275683014575,-0.7322832959719177,0.1556787526612468,0.586072325884462,0.4169256347461012,0.1988781623562974,-0.062458857228398446,0.3029753188853981,-0.30551703393374574,-0.756385492072545,0.2285939948088191,-0.12337029973408514,0.20382562562784068
0.3304134161204503,0.41195819014927854,0.10742121780673874,-0.2441480786201064,0.24496629567204675,0.026515351705148626,-0.2836034340975081,0.18329290085686212,0.08811325740287879,0.1906180795826432,-0.16677522488635727,0.0616704340426838,0.29305860028792985,-0.39760660447507024,0.2501394596627785,0.37638471366323956,0.043146077069306066,-0.22881480293943446,-0.24576031997533043,-0.03405024700460968,-0.05734581806832406
0.2822662219673014,0.5153272515483771,0.4378858603554952,-0.1474015266579357,-0.14371857853763992,0.3095328242129377,-0.15005406141649286,0.45510792241409725,-0.5201241299818186,0.16474925730895046,-0.09274868994248897,0.27950315345985643,0.5065920027519337,-0.5036430826247769,0.13176138535334908,0.6555677045572286,-0.20113899107503852,-0.06990875898213333,-0.1300974225340427,-0.6494797042623524,0.21049449535660314
0.4314460136915131,-1.0605260489914397,1.0588609507996514,-0.10944007811314728,0.58430970376793,0.4532711600166242,0.23641347266412105,0.2886622494785618,0.4113109308633599,-0.05969649959531109,-0.6350916942931195,0.41690800902865727,0.11011056822531778,-0.25313426554746826,-0.5251252504690734,-0.11566310193379456,0.5110300174192558,0.21133294080366438,-0.11782281326941647,-0.42616773142859876,-0.015159654641258909
0.5565204568341675,-1.0728395591082982,-0.5963835986432192,0.5698092791173273,0.3964394925035535,0.5092940466812679,0.4585031913519268,-0.46030390442812774,0.1707118753607757,-0.8372386202501426,-0.5701101517168757,0.6680086252780904,0.6424353322967591,-0.4301276296985783,-0.18677350637663973,-0.38738757179835803,0.2609348211225382,0.1649105423629569,0.06895463154556838,-0.5885671355277509,0.534550934085568
0.5911896522891872,-0.4655258957552534,0.5532738506973882,-0.32619234645885864,-0.3136744315132117,0.10771724978676772,0.08403451703232434,-0.4595867272482772,-1.0382393092029873,0.6494138052196243,0.5580043326785589,0.3561216883477255,0.21278494096411205,0.15993483262512076,-0.30544740672971826,0.17896631201335417,-0.355425563398715,-0.37199025551875,0.39310501039045065,-0.5045755473786522,0.4109744200146824
0.04264854147065874,-0.1262003848062329,1.0050751668678424,-0.44110337347053263,0.5048643048587165,0.501352975059763,-0.1396660568179034,0.10750303761142149,0.5924099364527566,-1.116418310016701,-0.3540528269576715,0.05310113111319309,0.7287303006451675,0.015448824644328507,0.03479464811860131,0.2091644387786447,0.4429258651265075,0.13299480594446864,-0.24937692527222316,-0.5380402472424953,-0.1967604359390698
0.17716368658951387,-0.18886923303484937,-0.5833266006628579,0.14562170394643098,0.31781551140812725,0.48625585824530926,0.23832795611965074,-0.03148029492626264,0.4841946687814381,-0.022575854497530412,-0.4627924034847189,0.46802905692628005,-0.27402382071583015,-0.15074638987293576,0.07015405117864204,0.07951209512297125,0.11883416509387912,0.024259480673598732,-0.18173842898487058,-0.14578631446146634,-0.08368428572425973
-0.04689614004740105,0.6494452989094783,-0.5937229035598596,-0.25138562732264746,0.3556514159562857,0.6812512674614486,0.23012669888195497,-0.7274592965523561,0.8473452968397769,0.755010534704701,-0.3393464925853704,-0.5913563746266617,-0.33225124641997117,-0.5999947292243789,0.1033258990515316,0.04585813999768886,-0.0026780195378908467,0.5844312614898481,-0.7953958508981958,0.2285827823777274,0.3121196848574504
